gene	B	CD4	CD8	NK	cMono	ncMono
IQCB1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MIX23	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
KALRN	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SLC41A3	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
TPRA1	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ACAD9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ANAPC13	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
PCCB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PXYLP1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ATP1B3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PFN2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EIF2A	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
LEKR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GPR160	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LSG1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM128	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
NSG1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
AFAP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UGDH	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
PPAT	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RCHY1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NAAA	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
ANTXR2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COQ2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MANBA	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
BDH2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MGST2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
SCOC	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ARFIP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NEK1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
AGA	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
CFAP97	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
UFSP2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CYP4V2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
SDHA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EXOC3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SLC12A7	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MRPL36	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
C5orf22	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CCDC152	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPS30	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EMB	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MTREX	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ANKRD55	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SETD9	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
ADAMTS6	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TAF9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SMN2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ENC1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
POC5	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
WDR41	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
TBCA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ZCCHC9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ATG10	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ERAP1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
RGMB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NUDT12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CDO1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MARCHF3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SLC22A5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
SMAD5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CTNNA1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SRA1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
LARS1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
JAKMIP2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
PCYOX1L	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CCNG1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RAB24	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PRELID1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMED9	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
FAM153A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CANX	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
TBC1D9B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CNOT6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SCGB3A1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
SERPINB6	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
NQO2	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
TUBB2A	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
LYRM4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MCUR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
H2BC4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
H2AC8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
H4C6	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
BTN2A2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
BTN3A1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BTN2A1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZFP57	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HLA-A	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
POLR1H	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
PPP1R10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPS18B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
VARS2	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
CCHCR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RPS10	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ETV7	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PI16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CCDC167	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MDGA1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAYSD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPS10	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
BICRAL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PEX6	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MRPL14	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
SUPT3H	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CENPQ	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
DST	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SDHAF4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SMAP1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
IRAK1BP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BACH2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MANEA	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
PREP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MICAL1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
DCBLD1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
NCOA7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAMD3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
SLC18B1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
IFNGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TXLNB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GINM1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RMND1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MTRF1L	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GTF2H5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SFT2D1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
RPS6KA2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RNASET2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
FAM120B	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
RBAK-RBAKDN	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
KDELR2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
UMAD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BZW2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TOMM7	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
FAM221A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SKAP2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HIBADH	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
AOAH	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
TRGC2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TRGV10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRGV8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRGV5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
TRGV4	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TRGV3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COA1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
POLM	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SUMF2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ZNF736	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ERV3-1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ASL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TYW1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TYW1B	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
METTL27	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RHBDD2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
POR	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM120A	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
STYXL1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
POMZP3	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
CCDC146	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
FGL2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PTPN12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ABCB1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SRI	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GTPBP10	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ARPC1B	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
LAMTOR4	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
PILRB	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
ZNHIT1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
THAP5	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
IMMP2L	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
AASS	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
METTL2B	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
KLHDC10	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
CPA5	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
COPG2	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
STMP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZC3HAV1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ADCK2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NDUFB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV4-1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TRBV6-1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV4-2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV6-2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV7-2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV7-3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV10-1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV10-2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV6-5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV11-3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRBV12-4	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TRBV28	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TRBC1	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
TRBC2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
TRBV30	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EPHB6	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
EPHA1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF746	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ATP6V0E2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GIMAP7	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
WDR86	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NCAPG2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ESYT2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MYOM2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ERI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FDFT1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MTUS1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
INTS10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ENTPD4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRIM35	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
EXTL3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HMBOX1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
FUT10	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
PLPBP	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
SMIM19	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
MTFR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
IMPA1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
SNX16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CPNE3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
OSGIN2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RAD54B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FSBP	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DPY19L4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CPQ	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
EIF3H	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TAF2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DEPTOR	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NTAQ1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRMT12	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MTSS1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
PLEC	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
CYC1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
CPSF1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
SLC39A4	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
VPS28	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DOCK8	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
RLN1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PLGRKT	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
TTC39B	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
RRAGA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DENND4C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RPS6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
B4GALT1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CHMP5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SIGMAR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZCCHC7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
POLR1E	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
NMRK1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
RFK	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TLE4	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
RMI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ISCA1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
CTSL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SEMA4D	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NIPSNAP3A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HSDL2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HDHD3	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
MEGF9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GSN	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SLC2A8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ST6GALNAC4	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MIGA2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
C9orf78	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
RALGDS	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ABO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SARDH	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BRD3OS	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
INPP5E	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PFKP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GDI2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
NMT2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CUBN	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRDMT1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ARHGAP21	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SVIL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PLD5P1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NCOA4	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
TMEM273	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ERCC6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SRGN	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HKDC1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAR1A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SPOCK2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
VCL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COMTD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ANXA11	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
CCSER2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ACTA2	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FRA10AC1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ENTPD1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MFSD13A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
WBP1L	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
GSTO1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
XPNPEP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DENND10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SFXN4	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
EEF1AKMT2	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
UROS	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MGMT	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
C10orf143	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
STK32C	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
LRRC27	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NLRP6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PGGHG	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
EPS8L2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM80	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
RPLP2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CD151	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
MRPL23	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
C11orf21	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
PPFIBP2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
TRIM66	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
AKIP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RNF141	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COPB1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAAL1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FANCF	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CCDC34	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CAT	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HSD17B12	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ACCS	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FNBP4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MED19	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SDHAF2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM258	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
INCENP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRMT112	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PRDX5	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
CCDC88B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RPS6KA4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FAU	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RNASEH2C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CTSW	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRPL11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CCS	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CORO1B	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
GSTP1	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
C11orf24	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
MRPL21	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
IGHMBP2	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
FAM86C1P	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
RAB6A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRPL48	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PAAF1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
UCP2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
GDPD5	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
CLNS1A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RSF1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
INTS4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
C11orf54	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MRE11	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ENDOD1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
CARD17P	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ACAT1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SDHD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TTC12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
JAML	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CD3G	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRAPPC4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
HMBS	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ARHGEF12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TBRG1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ROBO3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
CCDC15	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FLI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM45B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NFRKB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NINJ2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TAPBPL	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
TPI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SPSB2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
LRRC23	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
CLSTN3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
PEX5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
KLRB1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BCL2L14	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BORCS5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HEBP1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
GOLT1B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DNAI7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NELL2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FKBP11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COX14	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LETMD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CELA1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
KRT73	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
KRT2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
KRT1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ATP5MC2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SPRYD4	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
